Gene,Score,in.gold.standard,gold.standard.genes.in.cluster,Clade
EVC,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
FAM189A2,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
LAYN,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
USH1C,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
NRSN1,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
NT5C1A,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
NPRL3,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
SQSTM1,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
GPR68,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
IRF5,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
TSHZ1,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
MSC,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
ZNF503,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
ZNF703,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
RXRA,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
ELF5,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
TIMP3,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
PUF60,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
COMMD4,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
GALR1,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
FGF8,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
SPOCK2,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
WNT11,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
BSN,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
SHANK2,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
SHANK3,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
FSCN2,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
EXOC3L2,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
NRG2,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
RNF166,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
ASIC3,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
VWF,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
TMEM8A,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
ENSP00000332123.3,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
FAM65C,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
C3orf58,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
FOXI1,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
CBX4,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
IFFO1,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
IRF2BP1,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
GAL3ST4,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
ZNF395,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
WNT10B,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
CHRD,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
TMEM180,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
NPTXR,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
NPTX1,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
USF3,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
FGF18,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
DCHS1,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
ITPKC,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
NEUROD2,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
CACNG1,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
DSCAML1,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
CPLX3,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
PTGER4,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
PACS2,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
KIAA0513,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
HPS1,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
ZNF618,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
BOC,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
ARRB1,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
CCDC92,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
VGLL2,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
HSPB8,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
STAT2,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
TCF7L1,0.00146466495789088,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
EXOC7,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
GUCA2A,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
YIPF3,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
CCKBR,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
TEKT2,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
TMEM18,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
ZIC2,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
SLC26A3,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
GRIN2A,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
GRIN2B,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
LY86,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
CST9,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
CST9L,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
EFCAB12,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
IL15RA,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
THAP7,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
PLAU,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
ATP6AP1,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
VPREB1,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
CCDC116,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
ERICH3,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
GDF2,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
AAR2,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
CDCA5,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
MMP2,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
IFNL1,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
IFNL2,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
IFNL3,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
BCL2L11,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
TMEM104,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
MZT2A,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
MZT2B,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
FOXB1,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
CCL17,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
SLC22A13,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
ENSP00000469421.1,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
CLEC5A,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
BBS5,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
CD4,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
PYCARD,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
PDCD2,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
TAS2R39,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
FRS3,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
NRSN2,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
MRAP2,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
CDK5RAP3,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
OAT,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
GJC3,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
BOLA1,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
CXorf66,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
GSG2,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
TNFAIP3,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
SNRPA1,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
MIOS,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
CHI3L1,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
CLEC1A,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
AFAP1L2,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
TNN,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
ASIC5,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
ENSP00000461559.2,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
PIP,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
C11orf24,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
RNASE9,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
AZGP1,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
TGOLN2,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
ADGRG7,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
IL18R1,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
PLAC1,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
BATF2,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
SPATA32,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
CCDC190,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
MRPL55,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
DEFB103B,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
SPACA4,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
PRSS23,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
IRAK1BP1,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
SPTA1,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
GRP,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
PAWR,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
C2orf57,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
CCDC74A,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
CCDC74B,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
IRGM,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
GAST,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
VOPP1,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
MSANTD3,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
MGAT1,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
CCR6,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
PET100,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
LY6G5B,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
ZCCHC16,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
CLPP,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
HTR1A,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
ATRIP,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
ENSP00000349620.6,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
KLK10,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
SERTM1,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
PPP1R27,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
CABS1,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
C1orf216,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
SLC22A14,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
LYPD5,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
CD63,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
FOXP4,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
FOXA3,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
MKL1,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
SPATC1,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
TREM2,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
ARHGAP30,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
CDHR2,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
SLC6A19,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
GMIP,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
ST14,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
RAB11FIP5,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
FLYWCH1,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
ZWINT,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
VWA5B2,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
TNFSF12-TNFSF13,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
ARHGAP9,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
DNAAF1,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
CD244,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
KRBA1,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
LDLRAD1,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
TMEM247,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
MID1IP1,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
TMEM132A,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
OSM,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
SYTL1,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
P3H3,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
FGF19,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
FLYWCH2,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
ETV2,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
KCNK4,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
EBI3,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
MYZAP,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
C1orf115,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
UBD,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
NRGN,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
B3GNT8,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
TMEM80,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
CASC1,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
CGNL1,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
ZCCHC24,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
TMEM211,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
GCOM1,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
LAMTOR1,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
MYT1,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
BDKRB1,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
CCDC160,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
TMEM217,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
SOST,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
PTGDR2,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
TMEM52,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
C15orf39,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
GJC1,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
RNASE13,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
UPK3B,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
C2orf66,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
ZSCAN4,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
ENSP00000454340.1,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
MPV17L,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
HRH3,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
TTLL8,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
ASPG,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
NACC1,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
OTOS,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
GUCA2B,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
LY6G6F,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
ENSP00000412832.2,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
ENSP00000413440.2,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
CCDC8,0.00258564964447317,No,RAD52|BRCA2|RAD51D|PSMC3IP,MAMMALIANS
